docket,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc,neuralegal_resp,neuralegal_pet,BREYER_pet_questions,BREYER_res_questions,BREYER_question_diff,BREYER_avg_words_pet,BREYER_avg_words_res,BREYER_avg_words_diff,BREYER_wc_ratio_pet,BREYER_wc_ratio_res,BREYER_wc_ratio_diff,BREYER_cc_ratio_pet,BREYER_cc_ratio_res,BREYER_cc_ratio_diff,BREYER_qc_ratio_pet,BREYER_qc_ratio_res,BREYER_qc_ratio_diff,GINSBURG_pet_questions,GINSBURG_res_questions,GINSBURG_question_diff,GINSBURG_avg_words_pet,GINSBURG_avg_words_res,GINSBURG_avg_words_diff,GINSBURG_wc_ratio_pet,GINSBURG_wc_ratio_res,GINSBURG_wc_ratio_diff,GINSBURG_cc_ratio_pet,GINSBURG_cc_ratio_res,GINSBURG_cc_ratio_diff,GINSBURG_qc_ratio_pet,GINSBURG_qc_ratio_res,GINSBURG_qc_ratio_diff,KENNEDY_pet_questions,KENNEDY_res_questions,KENNEDY_question_diff,KENNEDY_avg_words_pet,KENNEDY_avg_words_res,KENNEDY_avg_words_diff,KENNEDY_wc_ratio_pet,KENNEDY_wc_ratio_res,KENNEDY_wc_ratio_diff,KENNEDY_cc_ratio_pet,KENNEDY_cc_ratio_res,KENNEDY_cc_ratio_diff,KENNEDY_qc_ratio_pet,KENNEDY_qc_ratio_res,KENNEDY_qc_ratio_diff,ROBERTS_pet_questions,ROBERTS_res_questions,ROBERTS_question_diff,ROBERTS_avg_words_pet,ROBERTS_avg_words_res,ROBERTS_avg_words_diff,ROBERTS_wc_ratio_pet,ROBERTS_wc_ratio_res,ROBERTS_wc_ratio_diff,ROBERTS_cc_ratio_pet,ROBERTS_cc_ratio_res,ROBERTS_cc_ratio_diff,ROBERTS_qc_ratio_pet,ROBERTS_qc_ratio_res,ROBERTS_qc_ratio_diff,SCALIA_pet_questions,SCALIA_res_questions,SCALIA_question_diff,SCALIA_avg_words_pet,SCALIA_avg_words_res,SCALIA_avg_words_diff,SCALIA_wc_ratio_pet,SCALIA_wc_ratio_res,SCALIA_wc_ratio_diff,SCALIA_cc_ratio_pet,SCALIA_cc_ratio_res,SCALIA_cc_ratio_diff,SCALIA_qc_ratio_pet,SCALIA_qc_ratio_res,SCALIA_qc_ratio_diff
12-307X,-1,3/27/2013,3,2013,UNITED STATES v. WINDSOR,-1,-0.2,-0.428571429,-0.384615385,0.75,0.538461538,6/26/2013,5.0,4.0,0.0,-1,-1,-1,1,1,0.244493525,-0.358147321,0.100708617,0.219915997,0.020353084,2.0,14.0,2.0,2.0,1,2.0,2.0,4,12.0,1,1,0,1334,222,12,2,64,13,290,121,5,4,17,8,556,225,9,4,34,10,371,853,4,27,14,51,245,558,5,14,11,35,0.706,0.747,0.1875,0.153846153846,0,20.84375,17.0769230769,1,0.857326478149,0.142673521851,1,0.831168831169,0.168831168831,1,0.857142857143,0.142857142857,1,0.294117647059,0.5,-1,17.0588235294,15.125,1,0.705596107056,0.294403892944,1,0.68,0.32,1,0.555555555556,0.444444444444,0,0.264705882353,0.4,0,16.3529411765,22.5,-1,0.711907810499,0.288092189501,1,0.772727272727,0.227272727273,1,0.692307692308,0.307692307692,1,0.285714285714,0.529411764706,-1,26.5,16.7254901961,1,0.303104575163,0.696895424837,-1,0.215384615385,0.784615384615,-1,0.129032258065,0.870967741935,-1,0.454545454545,0.4,0,22.2727272727,15.9428571429,1,0.305105853051,0.694894146949,-1,0.239130434783,0.760869565217,-1,0.263157894737,0.736842105263,-1
12-315X,1,12/9/2013,12,2013,AIR WISCONSIN AIRLINES CORP. v. HOEPER,-8,-0.2,-0.2,0.333333333,0.142857143,-0.8,1/27/2014,6.0,3.0,1.0,-1,1,0,1,-1,-0.004654762,0.12452381,-0.059057714,0.113786139,0.018098456,1.0,11.0,0.0,0.0,1,1.0,2.0,3,11.0,1,0,0,482,312,3,1,5,4,109,174,4,3,5,4,296,343,7,5,9,9,242,461,5,9,8,14,660,4,9,1,15,1,0.564,0.347,0.6,0.25,1,96.4,78.0,1,0.607052896725,0.392947103275,1,0.555555555556,0.444444444444,0,0.75,0.25,1,0.8,0.75,0,21.8,43.5,-1,0.385159010601,0.614840989399,-1,0.555555555556,0.444444444444,0,0.571428571429,0.428571428571,0,0.777777777778,0.555555555556,1,32.8888888889,38.1111111111,-1,0.463223787167,0.536776212833,0,0.5,0.5,0,0.583333333333,0.416666666667,0,0.625,0.642857142857,0,30.25,32.9285714286,-1,0.344238975818,0.655761024182,-1,0.363636363636,0.636363636364,-1,0.357142857143,0.642857142857,-1,0.6,1.0,-1,44.0,4.0,1,0.993975903614,0.00602409638554,1,0.9375,0.0625,1,0.9,0.1,1
12-357X,0,4/23/2013,4,2013,SEKHAR v. UNITED STATES,11,0.454545455,0.0,-1.0,0.0,0.714285714,6/26/2013,9.0,0.0,1.0,1,-1,-1,-1,1,-0.030296537,0.053077037,0.061166667,0.002800325,0.10509533,3.0,2.0,2.0,2.0,1,1.5,2.0,1,12.0,1,0,0,343,623,4,7,17,31,175,14,4,2,8,2,254,128,3,1,16,7,195,125,2,3,11,5,99,650,5,14,8,49,0.394,0.796,0.235294117647,0.225806451613,0,20.1764705882,20.0967741935,0,0.355072463768,0.644927536232,-1,0.354166666667,0.645833333333,-1,0.363636363636,0.636363636364,-1,0.5,1.0,-1,21.875,7.0,1,0.925925925926,0.0740740740741,1,0.8,0.2,1,0.666666666667,0.333333333333,1,0.1875,0.142857142857,0,15.875,18.2857142857,-1,0.664921465969,0.335078534031,1,0.695652173913,0.304347826087,1,0.75,0.25,1,0.181818181818,0.6,-1,17.7272727273,25.0,-1,0.609375,0.390625,1,0.6875,0.3125,1,0.4,0.6,0,0.625,0.285714285714,1,12.375,13.2653061224,-1,0.13217623498,0.86782376502,-1,0.140350877193,0.859649122807,-1,0.263157894737,0.736842105263,-1
12-398X,0,4/15/2013,4,2013,ASSOCIATION FOR MOLECULAR PATHOLOGY et al. PETITIONERS v. MYRIAD GENETICS INC. et al.,11,0.384615385,1.0,0.0,0.333333333,-0.714285714,6/13/2013,9.0,0.0,1.0,1,0,0,0,-1,0.000388232,0.27,-0.19705256,0.03519385,-0.178333333,1.0,1.0,-1.0,13.0,0,2.0,7.0,1,12.0,1,0,0,415,757,9,6,32,38,76,84,1,1,4,5,301,202,5,2,16,8,181,227,5,2,11,19,195,56,4,0,18,3,0.385,0.989,0.28125,0.157894736842,0,12.96875,19.9210526316,-1,0.35409556314,0.64590443686,-1,0.457142857143,0.542857142857,0,0.6,0.4,0,0.25,0.2,0,19.0,16.8,1,0.475,0.525,0,0.444444444444,0.555555555556,0,0.5,0.5,0,0.3125,0.25,0,18.8125,25.25,-1,0.598409542744,0.401590457256,0,0.666666666667,0.333333333333,1,0.714285714286,0.285714285714,1,0.454545454545,0.105263157895,1,16.4545454545,11.9473684211,1,0.44362745098,0.55637254902,0,0.366666666667,0.633333333333,-1,0.714285714286,0.285714285714,1,0.222222222222,0.0,1,10.8333333333,18.6666666667,-1,0.776892430279,0.223107569721,1,0.857142857143,0.142857142857,1,1.0,0.0,1
12-399X,0,4/16/2013,4,2013,ADOPTIVE COUPLE v. BABY GIRL,18,0.5,0.0,1.0,0.857142857,0.285714286,6/25/2013,5.0,4.0,1.0,1,0,0,1,0,0.095469436,0.31875,0.123484848,0.006703515,-0.106247827,0.0,0.0,0.0,0.0,1,2.0,2.0,2,12.0,1,1,1,77,515,2,11,9,25,231,190,4,0,16,6,180,159,4,4,8,11,136,542,4,16,6,35,321,419,6,8,30,27,0.338,0.344,0.222222222222,0.44,-1,8.55555555556,20.6,-1,0.130067567568,0.869932432432,-1,0.264705882353,0.735294117647,-1,0.153846153846,0.846153846154,-1,0.25,0.0,1,14.4375,31.6666666667,-1,0.548693586698,0.451306413302,0,0.727272727273,0.272727272727,1,1.0,0.0,1,0.5,0.363636363636,0,22.5,14.4545454545,1,0.530973451327,0.469026548673,0,0.421052631579,0.578947368421,0,0.5,0.5,0,0.666666666667,0.457142857143,1,22.6666666667,15.4857142857,1,0.200589970501,0.799410029499,-1,0.146341463415,0.853658536585,-1,0.2,0.8,-1,0.2,0.296296296296,0,10.7,15.5185185185,-1,0.433783783784,0.566216216216,0,0.526315789474,0.473684210526,0,0.428571428571,0.571428571429,0
12-414X,1,10/8/2013,10,2013,BURT v. TITLOW,11,0.5,0.5,1.0,1.0,0.0,11/5/2013,9.0,0.0,1.0,1,0,-1,1,1,0.249516677,0.170136054,-0.022222222,0.01727591,0.13,5.0,3.0,6.0,6.0,1,2.0,1.5,1,12.0,1,0,0,349,809,8,11,19,46,231,166,2,3,10,8,85,49,3,1,6,3,129,243,0,7,6,11,0,207,0,0,1,11,0.173,0.81,0.421052631579,0.239130434783,0,18.3684210526,17.5869565217,1,0.301381692573,0.698618307427,-1,0.292307692308,0.707692307692,-1,0.421052631579,0.578947368421,0,0.2,0.375,0,23.1,20.75,1,0.581863979849,0.418136020151,0,0.555555555556,0.444444444444,0,0.4,0.6,0,0.5,0.333333333333,0,14.1666666667,16.3333333333,-1,0.634328358209,0.365671641791,1,0.666666666667,0.333333333333,1,0.75,0.25,1,0.0,0.636363636364,-1,21.5,22.0909090909,-1,0.346774193548,0.653225806452,-1,0.352941176471,0.647058823529,-1,0.0,1.0,-1,0.0,0.0,0,0.0,18.8181818182,-1,0.0,1.0,-1,0.0833333333333,0.916666666667,-1,0.0,0.0,0
12-416X,0,3/25/2013,3,2013,FEDERAL TRADE COMMISSION PETITIONER v. ACTAVIS INC. et al.,8,-0.714285714,1.0,0.428571429,1.0,-0.5,6/17/2013,5.0,3.0,1.0,-1,1,1,-1,-1,-0.052121155,-0.2109375,-0.163174006,-0.153730159,0.223749715,2.0,1.0,-1.0,11.0,0,1.0,2.0,1,9.0,1,0,0,909,386,8,5,38,27,45,129,1,2,2,5,78,416,3,9,7,25,96,29,0,1,4,4,270,57,6,2,15,3,0.971,0.654,0.210526315789,0.185185185185,0,23.9210526316,14.2962962963,1,0.701930501931,0.298069498069,1,0.584615384615,0.415384615385,0,0.615384615385,0.384615384615,1,0.5,0.4,0,22.5,25.8,-1,0.258620689655,0.741379310345,-1,0.285714285714,0.714285714286,-1,0.333333333333,0.666666666667,-1,0.428571428571,0.36,0,11.1428571429,16.64,-1,0.157894736842,0.842105263158,-1,0.21875,0.78125,-1,0.25,0.75,-1,0.0,0.25,-1,24.0,7.25,1,0.768,0.232,1,0.5,0.5,0,0.0,1.0,-1,0.4,0.666666666667,-1,18.0,19.0,-1,0.825688073394,0.174311926606,1,0.833333333333,0.166666666667,1,0.75,0.25,1
12-417X,-1,11/4/2013,11,2013,SANDIFER v. UNITED STATES STEEL CORP.,9,0.777777778,-1.0,-1.0,-1.0,0.0,1/27/2014,9.0,0.0,0.0,1,0,-1,-1,0,0.155817901,0.209126984,-0.051339286,-0.152664399,-0.26625737,11.0,1.0,7.0,7.0,1,1.0,2.0,7,12.0,1,0,0,187,583,1,10,12,39,139,111,2,2,10,2,29,0,0,0,2,1,303,36,5,0,15,2,223,279,1,7,21,25,0.547,0.737,0.0833333333333,0.25641025641,0,15.5833333333,14.9487179487,1,0.242857142857,0.757142857143,-1,0.235294117647,0.764705882353,-1,0.0909090909091,0.909090909091,-1,0.2,1.0,-1,13.9,55.5,-1,0.556,0.444,0,0.833333333333,0.166666666667,1,0.5,0.5,0,0.0,0.0,0,14.5,0.0,1,1.0,0.0,1,0.666666666667,0.333333333333,1,0.0,0.0,0,0.333333333333,0.0,1,20.2,18.0,1,0.893805309735,0.106194690265,1,0.882352941176,0.117647058824,1,1.0,0.0,1,0.047619047619,0.28,-1,10.619047619,11.16,-1,0.44422310757,0.55577689243,0,0.45652173913,0.54347826087,0,0.125,0.875,-1
12-418X,0,4/17/2013,4,2013,UNITED STATES PETITIONER v. ANTHONY JAMES KEBODEAUX,-4,1.0,0.0,-1.0,-0.142857143,-0.75,6/24/2013,7.0,2.0,1.0,1,-1,-1,-1,-1,-0.034748519,-0.121212121,0.014285714,-0.0102422,0.037933298,2.0,3.0,-1.0,5.0,0,1.0,2.0,1,13.0,1,0,0,0,859,0,11,1,36,43,0,0,0,1,1,100,0,1,0,2,1,525,178,4,2,21,10,645,169,10,1,41,5,0.16,0.905,0.0,0.305555555556,-1,0.0,23.8611111111,-1,0.0,1.0,-1,0.027027027027,0.972972972973,-1,0.0,1.0,-1,0.0,0.0,0,43.0,0.0,1,1.0,0.0,1,0.5,0.5,0,0.0,0.0,0,0.5,0.0,1,50.0,0.0,1,1.0,0.0,1,0.666666666667,0.333333333333,1,1.0,0.0,1,0.190476190476,0.2,0,25.0,17.8,1,0.74679943101,0.25320056899,1,0.677419354839,0.322580645161,1,0.666666666667,0.333333333333,1,0.243902439024,0.2,0,15.7317073171,33.8,-1,0.792383292383,0.207616707617,1,0.891304347826,0.108695652174,1,0.909090909091,0.0909090909091,1
12-43XX,0,2/20/2013,2,2013,PPL CORPORATION AND SUBSIDIARIES PETITIONERS v. COMMISSIONER OF INTERNAL REVENUE,4,0.68,0.0,-1.0,1.0,-1.0,5/20/2013,9.0,0.0,1.0,1,0,-1,1,1,0.003124149,-0.69375,0.095238095,-0.063630952,-0.158333333,8.0,2.0,3.0,3.0,1,2.0,1.5,12,2.0,1,1,0,524,1781,1,20,23,87,55,69,1,2,3,5,99,0,3,0,5,1,57,365,1,5,3,19,19,57,1,0,2,3,0.226,0.549,0.0434782608696,0.229885057471,0,22.7826086957,20.4712643678,1,0.227331887202,0.772668112798,-1,0.209090909091,0.790909090909,-1,0.047619047619,0.952380952381,-1,0.333333333333,0.4,0,18.3333333333,13.8,1,0.443548387097,0.556451612903,0,0.375,0.625,-1,0.333333333333,0.666666666667,-1,0.6,0.0,1,19.8,0.0,1,1.0,0.0,1,0.833333333333,0.166666666667,1,1.0,0.0,1,0.333333333333,0.263157894737,0,19.0,19.2105263158,-1,0.135071090047,0.864928909953,-1,0.136363636364,0.863636363636,-1,0.166666666667,0.833333333333,-1,0.5,0.0,1,9.5,19.0,-1,0.25,0.75,-1,0.4,0.6,0,1.0,0.0,1
12-462X,1,12/3/2013,12,2013,NORTHWEST INC. v. GINSBERG,10,0.75,0.0,-1.0,-0.666666667,0.6,4/2/2014,9.0,0.0,1.0,1,1,-1,-1,0,0.110354555,0.158035714,0.057936508,-0.013181818,-0.009823446,1.0,15.0,9.0,9.0,1,1.0,4.0,10,12.0,1,0,0,158,489,1,7,2,11,115,295,3,5,5,8,291,0,4,0,6,1,444,170,4,0,15,4,389,580,5,10,8,15,0.133,0.836,0.5,0.636363636364,0,79.0,44.4545454545,1,0.244204018547,0.755795981453,-1,0.153846153846,0.846153846154,-1,0.125,0.875,-1,0.6,0.625,0,23.0,36.875,-1,0.280487804878,0.719512195122,-1,0.384615384615,0.615384615385,-1,0.375,0.625,-1,0.666666666667,0.0,1,48.5,0.0,1,1.0,0.0,1,0.857142857143,0.142857142857,1,1.0,0.0,1,0.266666666667,0.0,1,29.6,42.5,-1,0.723127035831,0.276872964169,1,0.789473684211,0.210526315789,1,1.0,0.0,1,0.625,0.666666666667,0,48.625,38.6666666667,1,0.401444788442,0.598555211558,0,0.347826086957,0.652173913043,-1,0.333333333333,0.666666666667,-1
12-464X,0,10/16/2013,10,2013,KALEY v. UNITED STATES,10,1.0,-1.0,0.333333333,1.0,-0.6,2/25/2014,6.0,3.0,0.0,1,-1,1,1,-1,-0.14921565,0.300892857,0.057490079,-0.031095479,-0.136239496,3.0,2.0,11.0,11.0,1,1.0,2.0,1,2.0,1,0,0,0,1241,0,12,1,52,508,56,11,2,26,3,96,337,6,11,11,24,214,730,0,2,8,35,689,68,15,5,41,5,0.429,0.671,0.0,0.230769230769,-1,0.0,23.8653846154,-1,0.0,1.0,-1,0.0188679245283,0.981132075472,-1,0.0,1.0,-1,0.423076923077,0.666666666667,-1,19.5384615385,18.6666666667,1,0.900709219858,0.0992907801418,1,0.896551724138,0.103448275862,1,0.846153846154,0.153846153846,1,0.545454545455,0.458333333333,0,8.72727272727,14.0416666667,-1,0.221709006928,0.778290993072,-1,0.314285714286,0.685714285714,-1,0.352941176471,0.647058823529,-1,0.0,0.0571428571429,0,26.75,20.8571428571,1,0.226694915254,0.773305084746,-1,0.186046511628,0.813953488372,-1,0.0,1.0,-1,0.365853658537,1.0,-1,16.8048780488,13.6,1,0.910171730515,0.0898282694848,1,0.891304347826,0.108695652174,1,0.75,0.25,1
12-484X,-1,4/24/2013,4,2013,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER PETITIONER v. NAIEL NASSAR,12,0.5,-0.333333333,1.0,0.714285714,0.8,6/24/2013,5.0,4.0,1.0,0,-1,1,1,1,0.127940115,0.050443723,-0.031428571,-0.198974868,-0.139940476,1.0,0.0,5.0,5.0,1,2.0,6.0,2,11.0,1,0,0,327,391,5,5,25,18,278,65,2,1,12,2,0,127,0,2,1,6,50,290,1,4,2,20,32,595,0,8,3,39,0.415,0.619,0.2,0.277777777778,0,13.08,21.7222222222,-1,0.455431754875,0.544568245125,0,0.581395348837,0.418604651163,0,0.5,0.5,0,0.166666666667,0.5,-1,23.1666666667,32.5,-1,0.810495626822,0.189504373178,1,0.857142857143,0.142857142857,1,0.666666666667,0.333333333333,1,0.0,0.333333333333,-1,0.0,21.1666666667,-1,0.0,1.0,-1,0.142857142857,0.857142857143,-1,0.0,1.0,-1,0.5,0.2,1,25.0,14.5,1,0.147058823529,0.852941176471,-1,0.0909090909091,0.909090909091,-1,0.2,0.8,-1,0.0,0.205128205128,-1,10.6666666667,15.2564102564,-1,0.0510366826156,0.948963317384,-1,0.0714285714286,0.928571428571,-1,0.0,1.0,-1
12-515X,-1,12/2/2013,12,2013,MICHIGAN v. BAY MILLS INDIAN COMMUNITY,6,0.142857143,1.0,0.428571429,1.0,1.0,5/27/2014,5.0,4.0,0.0,1,1,0,1,1,0.052454545,-0.087844612,0.152738095,-0.079017857,0.095833333,5.0,6.0,6.0,6.0,1,2.0,4.0,2,11.0,1,0,0,407,657,7,11,16,16,145,274,2,3,3,7,146,200,4,4,8,8,113,515,4,7,7,19,34,257,1,9,2,16,0.598,0.024,0.4375,0.6875,-1,25.4375,41.0625,-1,0.382518796992,0.617481203008,-1,0.5,0.5,0,0.388888888889,0.611111111111,-1,0.666666666667,0.428571428571,1,48.3333333333,39.1428571429,1,0.346062052506,0.653937947494,-1,0.3,0.7,-1,0.4,0.6,0,0.5,0.5,0,18.25,25.0,-1,0.421965317919,0.578034682081,0,0.5,0.5,0,0.5,0.5,0,0.571428571429,0.368421052632,1,16.1428571429,27.1052631579,-1,0.179936305732,0.820063694268,-1,0.269230769231,0.730769230769,-1,0.363636363636,0.636363636364,-1,0.5,0.5625,0,17.0,16.0625,1,0.116838487973,0.883161512027,-1,0.111111111111,0.888888888889,-1,0.1,0.9,-1
12-52XX,-1,3/20/2013,3,2013,DANÃÂS CITY USED CARS INC. DBA DANÃÂS CITY AUTO BODY PETITIONER v. ROBERT PELKEY,-1,-0.2,-1.0,0.0,1.0,0.4,5/13/2013,9.0,0.0,0.0,1,-1,0,1,0,-0.250549316,0.121590909,0.0,0.168666667,-0.177169334,1.0,0.0,0.0,0.0,1,2.0,1.5,10,6.0,1,0,0,360,763,4,7,18,40,328,0,5,0,15,1,0,0,0,0,1,1,186,447,3,4,11,21,387,367,7,9,20,30,0.218,0.502,0.222222222222,0.175,0,20.0,19.075,1,0.320569902048,0.679430097952,-1,0.310344827586,0.689655172414,-1,0.363636363636,0.636363636364,-1,0.333333333333,0.0,1,21.8666666667,0.0,1,1.0,0.0,1,0.9375,0.0625,1,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0,0.272727272727,0.190476190476,0,16.9090909091,21.2857142857,-1,0.293838862559,0.706161137441,-1,0.34375,0.65625,-1,0.428571428571,0.571428571429,0,0.35,0.3,0,19.35,12.2333333333,1,0.513262599469,0.486737400531,0,0.4,0.6,0,0.4375,0.5625,0
12-536X,1,10/8/2013,10,2013,MCCUTCHEON v. FEC,-1,-0.5,-1.0,0.0,0.666666667,0.466666667,4/2/2014,5.0,4.0,1.0,-1,-1,0,1,0,0.028718445,0.057383041,-0.108026266,0.043524789,0.04989229,0.0,2.0,12.0,12.0,1,2.0,9.0,3,1.0,2,1,0,727,707,7,13,42,37,232,106,3,2,12,3,122,127,4,3,6,9,169,469,4,6,9,19,323,459,5,9,18,28,0.146,0.107,0.166666666667,0.351351351351,0,17.3095238095,19.1081081081,-1,0.506973500697,0.493026499303,0,0.53164556962,0.46835443038,0,0.35,0.65,-1,0.25,0.666666666667,-1,19.3333333333,35.3333333333,-1,0.686390532544,0.313609467456,1,0.8,0.2,1,0.6,0.4,0,0.666666666667,0.333333333333,1,20.3333333333,14.1111111111,1,0.489959839357,0.510040160643,0,0.4,0.6,0,0.571428571429,0.428571428571,0,0.444444444444,0.315789473684,0,18.7777777778,24.6842105263,-1,0.264890282132,0.735109717868,-1,0.321428571429,0.678571428571,-1,0.4,0.6,0,0.277777777778,0.321428571429,0,17.9444444444,16.3928571429,1,0.413043478261,0.586956521739,0,0.391304347826,0.608695652174,-1,0.357142857143,0.642857142857,-1
12-547X,0,4/24/2013,4,2013,LINDA METRISH WARDEN PETITIONER v. BURT LANCASTER,24,0.75,0.0,0.0,0.333333333,0.625,5/20/2013,9.0,0.0,1.0,1,0,1,1,1,0.142726481,-0.095912698,0.001934524,-0.218558673,-0.001190476,5.0,3.0,6.0,6.0,1,2.0,5.0,1,12.0,1,0,0,69,612,3,11,7,48,191,184,9,3,17,10,120,201,5,0,7,7,91,204,2,6,6,17,190,460,3,14,12,31,0.239,0.711,0.428571428571,0.229166666667,0,9.85714285714,12.75,-1,0.101321585903,0.898678414097,-1,0.127272727273,0.872727272727,-1,0.214285714286,0.785714285714,-1,0.529411764706,0.3,1,11.2352941176,18.4,-1,0.509333333333,0.490666666667,0,0.62962962963,0.37037037037,1,0.75,0.25,1,0.714285714286,0.0,1,17.1428571429,28.7142857143,-1,0.373831775701,0.626168224299,-1,0.5,0.5,0,1.0,0.0,1,0.333333333333,0.352941176471,0,15.1666666667,12.0,1,0.308474576271,0.691525423729,-1,0.260869565217,0.739130434783,-1,0.25,0.75,-1,0.25,0.451612903226,-1,15.8333333333,14.8387096774,1,0.292307692308,0.707692307692,-1,0.279069767442,0.720930232558,-1,0.176470588235,0.823529411765,-1
12-562X,0,10/9/2013,10,2013,UNITED STATES v. WOODS,17,0.714285714,-1.0,0.333333333,-1.0,0.6,12/3/2013,9.0,0.0,1.0,1,-1,1,-1,1,0.035460881,0.030952381,0.018229167,0.033021886,-0.025584215,2.0,0.0,5.0,5.0,1,1.0,2.0,12,2.0,1,1,0,134,781,4,11,10,52,203,89,6,2,8,4,76,156,4,4,5,5,432,171,2,1,20,5,70,322,2,6,5,20,0.59,0.747,0.4,0.211538461538,0,13.4,15.0192307692,-1,0.146448087432,0.853551912568,-1,0.161290322581,0.838709677419,-1,0.266666666667,0.733333333333,-1,0.75,0.5,1,25.375,22.25,1,0.695205479452,0.304794520548,1,0.666666666667,0.333333333333,1,0.75,0.25,1,0.8,0.8,0,15.2,31.2,-1,0.327586206897,0.672413793103,-1,0.5,0.5,0,0.5,0.5,0,0.1,0.2,0,21.6,34.2,-1,0.716417910448,0.283582089552,1,0.8,0.2,1,0.666666666667,0.333333333333,1,0.4,0.3,0,14.0,16.1,-1,0.178571428571,0.821428571429,-1,0.2,0.8,-1,0.25,0.75,-1
12-574X,1,11/4/2013,11,2013,WALDEN v. FIORE,16,1.0,0.2,-1.0,-0.333333333,0.5,2/25/2014,9.0,0.0,1.0,1,1,-1,-1,1,-0.11272578,-0.224906926,-0.059253247,0.195104895,-0.122686688,11.0,0.0,9.0,9.0,1,2.0,1.5,4,11.0,1,0,0,0,679,0,15,1,56,158,332,3,2,6,22,242,0,3,0,11,1,184,107,4,2,10,7,105,293,4,3,9,19,0.107,0.881,0.0,0.267857142857,-1,0.0,12.125,-1,0.0,1.0,-1,0.0175438596491,0.982456140351,-1,0.0,1.0,-1,0.5,0.0909090909091,1,26.3333333333,15.0909090909,1,0.322448979592,0.677551020408,-1,0.214285714286,0.785714285714,-1,0.6,0.4,0,0.272727272727,0.0,1,22.0,0.0,1,1.0,0.0,1,0.916666666667,0.0833333333333,1,1.0,0.0,1,0.4,0.285714285714,0,18.4,15.2857142857,1,0.632302405498,0.367697594502,1,0.588235294118,0.411764705882,0,0.666666666667,0.333333333333,1,0.444444444444,0.157894736842,1,11.6666666667,15.4210526316,-1,0.263819095477,0.736180904523,-1,0.321428571429,0.678571428571,-1,0.571428571429,0.428571428571,0
12-609X,1,10/16/2013,10,2013,KANSAS v. CHEEVER,25,0.8,1.0,1.0,1.0,0.5,12/11/2013,9.0,0.0,1.0,0,1,0,0,0,0.121946279,0.091076477,-0.036491402,0.071568627,0.168297619,5.0,3.0,0.0,0.0,1,2.0,8.0,1,12.0,1,0,0,477,487,5,10,14,39,313,756,6,9,13,37,223,204,2,5,8,11,260,186,7,0,14,11,387,344,5,5,20,24,0.158,0.713,0.357142857143,0.25641025641,0,34.0714285714,12.4871794872,1,0.494813278008,0.505186721992,0,0.264150943396,0.735849056604,-1,0.333333333333,0.666666666667,-1,0.461538461538,0.243243243243,1,24.0769230769,20.4324324324,1,0.292797006548,0.707202993452,-1,0.26,0.74,-1,0.4,0.6,0,0.25,0.454545454545,-1,27.875,18.5454545455,1,0.52224824356,0.47775175644,0,0.421052631579,0.578947368421,0,0.285714285714,0.714285714286,-1,0.5,0.0,1,18.5714285714,16.9090909091,1,0.582959641256,0.417040358744,0,0.56,0.44,0,1.0,0.0,1,0.25,0.208333333333,0,19.35,14.3333333333,1,0.529411764706,0.470588235294,0,0.454545454545,0.545454545455,0,0.5,0.5,0
